tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2,tbl6pk
Table 6,2024,3,30185,32575,"Alexandria, LA","Los Angeles, CA (Metropolitan Area)",1515,12,467.67,AA,0.8000,457.31,AA,0.8000,457.31,0,,,202433018532575
Table 6,2024,3,30185,34492,"Alexandria, LA","Raleigh/Durham, NC",852,10,329.72,DL,0.6739,388.02,AA,0.3152,208.34,0,,,202433018534492
Table 6,2024,3,30189,30194,"Colorado Springs, CO","Dallas/Fort Worth, TX",602,476,222.19,AA,0.5610,243.45,WN,0.4166,189.05,-1,,,202433018930194
Table 6,2024,3,30189,30198,"Colorado Springs, CO","Pittsburgh, PA",1306,54,247.19,WN,0.5616,209.58,WN,0.5616,209.58,0,,,202433018930198
Table 6,2024,3,30189,30255,"Colorado Springs, CO","Huntsville, AL",1034,38,341.00,AA,0.5891,316.30,AA,0.5891,316.30,0,,,202433018930255
Table 6,2024,3,30189,30436,"Colorado Springs, CO","Tucson, AZ",580,25,211.14,WN,0.7655,187.14,WN,0.7655,187.14,0,,,202433018930436
Table 6,2024,3,30189,30466,"Colorado Springs, CO","Phoenix, AZ",551,298,199.19,WN,0.9420,196.55,WN,0.9420,196.55,-1,,,202433018930466
Table 6,2024,3,30189,30476,"Colorado Springs, CO","Shreveport, LA",752,11,271.50,AA,0.7624,260.01,AA,0.7624,260.01,0,,,202433018930476
Table 6,2024,3,30189,30529,"Colorado Springs, CO","Hartford, CT",1693,36,280.10,WN,0.4451,231.60,WN,0.4451,231.60,0,,,202433018930529
Table 6,2024,3,30189,30559,"Colorado Springs, CO","Seattle, WA",1068,83,262.24,UA,0.5446,282.59,WN,0.3780,229.24,0,,,202433018930559
Table 6,2024,3,30189,30615,"Colorado Springs, CO","El Paso, TX",492,17,211.78,WN,0.8688,200.35,WN,0.8688,200.35,0,,,202433018930615
Table 6,2024,3,30189,30693,"Colorado Springs, CO","Nashville, TN",1006,78,245.12,WN,0.5403,218.89,WN,0.5403,218.89,0,,,202433018930693
Table 6,2024,3,30189,30852,"Colorado Springs, CO","Washington, DC (Metropolitan Area)",1503,312,296.92,WN,0.5840,250.46,WN,0.5840,250.46,-1,,,202433018930852
Table 6,2024,3,30189,30868,"Colorado Springs, CO","Columbia, SC",1353,14,308.60,AA,0.5118,293.77,UA,0.1811,283.62,0,,,202433018930868
Table 6,2024,3,30189,31066,"Colorado Springs, CO","Columbus, OH",1167,48,241.53,WN,0.5606,211.94,WN,0.5606,211.94,0,,,202433018931066
Table 6,2024,3,30189,31123,"Colorado Springs, CO","St. Louis, MO",773,59,235.78,WN,0.6312,211.83,WN,0.6312,211.83,0,,,202433018931123
Table 6,2024,3,30189,31135,"Colorado Springs, CO","Myrtle Beach, SC",1477,15,269.95,WN,0.5352,218.25,WN,0.5352,218.25,0,,,202433018931135
Table 6,2024,3,30189,31136,"Colorado Springs, CO","Jacksonville, FL",1425,44,293.44,AA,0.3692,311.22,WN,0.2616,226.12,0,,,202433018931136
Table 6,2024,3,30189,31267,"Colorado Springs, CO","Dayton, OH",1097,15,267.21,AA,0.4681,266.95,DL,0.1135,215.51,0,,,202433018931267
Table 6,2024,3,30189,31295,"Colorado Springs, CO","Detroit, MI",1145,40,263.81,WN,0.3507,229.13,AA,0.1726,218.71,0,,,202433018931295
Table 6,2024,3,30189,31423,"Colorado Springs, CO","Des Moines, IA",614,13,221.79,UA,0.5565,261.62,WN,0.3710,167.23,0,,,202433018931423
Table 6,2024,3,30189,31453,"Colorado Springs, CO","Houston, TX",829,209,239.76,UA,0.5391,277.22,WN,0.3714,194.77,0,,,202433018931453
Table 6,2024,3,30189,31454,"Colorado Springs, CO","Orlando, FL",1520,98,275.09,WN,0.4666,234.71,WN,0.4666,234.71,0,,,202433018931454
Table 6,2024,3,30189,31481,"Colorado Springs, CO","Panama City, FL",1222,28,214.66,WN,0.4941,196.26,WN,0.4941,196.26,0,,,202433018931481
Table 6,2024,3,30189,31504,"Colorado Springs, CO","Valparaiso, FL",1181,30,302.07,AA,0.4657,357.91,WN,0.3177,218.12,0,,,202433018931504
Table 6,2024,3,30189,31603,"Colorado Springs, CO","Eugene, OR",1026,10,294.07,WN,0.4271,224.63,WN,0.4271,224.63,0,,,202433018931603
Table 6,2024,3,30189,31638,"Colorado Springs, CO","Fresno, CA",833,16,243.32,WN,0.7297,213.19,WN,0.7297,213.19,0,,,202433018931638
Table 6,2024,3,30189,31650,"Colorado Springs, CO","Minneapolis/St. Paul, MN",725,171,156.35,DL,0.5584,157.14,SY,0.1893,87.35,0,,,202433018931650
Table 6,2024,3,30189,31703,"Colorado Springs, CO","New York City, NY (Metropolitan Area)",1678,98,311.15,UA,0.3653,356.77,WN,0.1915,246.09,0,,,202433018931703
Table 6,2024,3,30189,31714,"Colorado Springs, CO","Fort Myers, FL",1575,33,287.11,UA,0.2574,325.27,WN,0.2508,227.55,0,,,202433018931714
Table 6,2024,3,30189,31834,"Colorado Springs, CO","Fayetteville, AR",596,11,254.47,AA,0.5361,288.46,UA,0.4433,216.60,0,,,202433018931834
Table 6,2024,3,30189,31871,"Colorado Springs, CO","Greenville/Spartanburg, SC",1271,17,259.73,DL,0.3312,231.91,DL,0.3312,231.91,0,,,202433018931871
Table 6,2024,3,30189,31884,"Colorado Springs, CO","Spokane, WA",887,26,246.41,WN,0.6074,217.27,WN,0.6074,217.27,0,,,202433018931884
Table 6,2024,3,30189,31973,"Colorado Springs, CO","Gulfport/Biloxi, MS",1060,11,268.09,AA,0.6598,241.38,AA,0.6598,241.38,0,,,202433018931973
Table 6,2024,3,30189,31982,"Colorado Springs, CO","Killeen, TX",660,10,357.80,AA,1.0000,357.80,AA,1.0000,357.80,0,,,202433018931982
Table 6,2024,3,30189,31986,"Colorado Springs, CO","Grand Rapids, MI",1041,27,269.21,WN,0.3920,211.57,WN,0.3920,211.57,0,,,202433018931986
Table 6,2024,3,30189,31995,"Colorado Springs, CO","Greensboro/High Point, NC",1370,14,262.68,DL,0.4844,237.35,DL,0.4844,237.35,0,,,202433018931995
Table 6,2024,3,30189,32211,"Colorado Springs, CO","Las Vegas, NV",604,278,183.86,WN,0.9386,178.27,WN,0.9386,178.27,-1,,,202433018932211
Table 6,2024,3,30189,32337,"Colorado Springs, CO","Indianapolis, IN",987,41,257.41,WN,0.3856,221.39,WN,0.3856,221.39,0,,,202433018932337
Table 6,2024,3,30189,32448,"Colorado Springs, CO","Jackson/Vicksburg, MS",936,12,323.00,AA,0.7043,291.15,AA,0.7043,291.15,0,,,202433018932448
Table 6,2024,3,30189,32457,"Colorado Springs, CO","San Francisco, CA (Metropolitan Area)",964,145,220.29,WN,0.6801,192.39,WN,0.6801,192.39,0,,,202433018932457
Table 6,2024,3,30189,32467,"Colorado Springs, CO","Miami, FL (Metropolitan Area)",1678,55,296.93,WN,0.3367,237.17,WN,0.3367,237.17,0,,,202433018932467
Table 6,2024,3,30189,32575,"Colorado Springs, CO","Los Angeles, CA (Metropolitan Area)",833,364,198.39,WN,0.6198,198.01,XP,0.1491,76.44,-1,,,202433018932575
Table 6,2024,3,30189,32600,"Colorado Springs, CO","Little Rock, AR",746,17,250.27,AA,0.4248,292.54,WN,0.3399,207.56,0,,,202433018932600
Table 6,2024,3,30189,32945,"Colorado Springs, CO","Lexington, KY",1089,15,263.32,AA,0.6232,234.87,AA,0.6232,234.87,0,,,202433018932945
Table 6,2024,3,30189,33044,"Colorado Springs, CO","Louisville, KY",1027,39,237.53,WN,0.5098,205.25,WN,0.5098,205.25,0,,,202433018933044
Table 6,2024,3,30189,33192,"Colorado Springs, CO","Sacramento, CA",911,70,235.29,WN,0.6755,208.55,WN,0.6755,208.55,0,,,202433018933192
Table 6,2024,3,30466,33785,"Phoenix, AZ","Yuma, AZ",160,10,302.75,AA,1.0000,302.75,AA,1.0000,302.75,0,,,202433046633785
Table 6,2024,3,30189,33195,"Colorado Springs, CO","Tampa, FL (Metropolitan Area)",1477,77,276.70,WN,0.5050,238.29,WN,0.5050,238.29,0,,,202433018933195
Table 6,2024,3,30189,33198,"Colorado Springs, CO","Kansas City, MO",538,48,220.81,WN,0.5675,191.31,WN,0.5675,191.31,0,,,202433018933198
Table 6,2024,3,30189,33214,"Colorado Springs, CO","San Antonio, TX",732,98,220.43,WN,0.5350,190.35,WN,0.5350,190.35,0,,,202433018933214
Table 6,2024,3,30189,33244,"Colorado Springs, CO","Memphis, TN",854,23,241.17,WN,0.3066,211.05,WN,0.3066,211.05,0,,,202433018933244
Table 6,2024,3,30189,33316,"Colorado Springs, CO","Omaha, NE",497,26,216.80,WN,0.5781,194.21,WN,0.5781,194.21,0,,,202433018933316
Table 6,2024,3,30189,33342,"Colorado Springs, CO","Milwaukee, WI",923,34,216.23,WN,0.5527,198.05,WN,0.5527,198.05,0,,,202433018933342
Table 6,2024,3,30189,33485,"Colorado Springs, CO","Madison, WI",856,14,250.12,UA,0.7063,271.16,AA,0.2619,198.45,0,,,202433018933485
Table 6,2024,3,30189,33495,"Colorado Springs, CO","New Orleans, LA",1022,35,243.12,WN,0.5356,224.49,WN,0.5356,224.49,0,,,202433018933495
Table 6,2024,3,30189,33570,"Colorado Springs, CO","San Diego, CA",816,108,237.15,WN,0.6579,213.76,WN,0.6579,213.76,0,,,202433018933570
Table 6,2024,3,30189,33667,"Colorado Springs, CO","Norfolk, VA (Metropolitan Area)",1558,54,295.67,WN,0.4052,244.46,WN,0.4052,244.46,0,,,202433018933667
Table 6,2024,3,30189,33728,"Colorado Springs, CO","Pensacola, FL",1148,34,228.80,AA,0.3386,236.97,WN,0.3038,203.62,0,,,202433018933728
Table 6,2024,3,30189,33851,"Colorado Springs, CO","Oklahoma City, OK",457,31,225.33,WN,0.4555,184.45,WN,0.4555,184.45,0,,,202433018933851
Table 6,2024,3,30189,34027,"Colorado Springs, CO","West Palm Beach/Palm Beach, FL",1651,25,249.12,DL,0.5044,237.16,DL,0.5044,237.16,0,,,202433018934027
Table 6,2024,3,30189,34057,"Colorado Springs, CO","Portland, OR",1028,56,259.18,WN,0.5049,220.53,WN,0.5049,220.53,0,,,202433018934057
Table 6,2024,3,30189,34100,"Colorado Springs, CO","Philadelphia, PA",1573,56,328.39,AA,0.3938,367.79,WN,0.2568,245.01,0,,,202433018934100
Table 6,2024,3,30189,34236,"Colorado Springs, CO","Paso Robles/San Luis Obispo, CA",914,16,258.51,UA,0.8194,264.91,AA,0.1319,234.68,0,,,202433018934236
Table 6,2024,3,30189,34262,"Colorado Springs, CO","Palm Springs, CA",742,13,234.12,WN,0.5462,208.75,WN,0.5462,208.75,0,,,202433018934262
Table 6,2024,3,30189,34321,"Colorado Springs, CO","Portland, ME",1809,18,311.04,WN,0.3902,277.43,DL,0.1159,273.04,0,,,202433018934321
Table 6,2024,3,30189,34492,"Colorado Springs, CO","Raleigh/Durham, NC",1436,68,253.55,WN,0.4547,212.06,WN,0.4547,212.06,0,,,202433018934492
Table 6,2024,3,30189,34524,"Colorado Springs, CO","Richmond, VA",1488,36,297.50,AA,0.3731,301.61,WN,0.2844,224.91,0,,,202433018934524
Table 6,2024,3,30189,34570,"Colorado Springs, CO","Reno, NV",810,32,263.53,WN,0.7391,240.08,WN,0.7391,240.08,0,,,202433018934570
Table 6,2024,3,30189,34576,"Colorado Springs, CO","Rochester, NY",1438,17,260.83,WN,0.5409,213.14,WN,0.5409,213.14,0,,,202433018934576
Table 6,2024,3,30189,34614,"Colorado Springs, CO","Salt Lake City, UT",411,84,225.39,DL,0.6468,221.12,WN,0.1753,187.52,0,,,202433018934614
Table 6,2024,3,30189,34653,"Colorado Springs, CO","Tulsa, OK",516,25,224.88,WN,0.5575,198.14,WN,0.5575,198.14,0,,,202433018934653
Table 6,2024,3,30189,34685,"Colorado Springs, CO","Savannah, GA",1398,28,241.21,WN,0.3678,188.17,WN,0.3678,188.17,0,,,202433018934685
Table 6,2024,3,30189,34689,"Colorado Springs, CO","Santa Barbara, CA",893,20,264.14,UA,0.4389,311.96,WN,0.4167,204.99,0,,,202433018934689
Table 6,2024,3,30189,34783,"Colorado Springs, CO","Springfield, MO",626,12,289.09,AA,0.5000,283.45,AA,0.5000,283.45,0,,,202433018934783
Table 6,2024,3,30189,34986,"Colorado Springs, CO","Sarasota/Bradenton, FL",1500,14,269.09,WN,0.4231,226.04,WN,0.4231,226.04,0,,,202433018934986
Table 6,2024,3,30189,35096,"Colorado Springs, CO","Syracuse, NY",1517,12,323.08,UA,0.7264,335.13,DL,0.1038,262.19,0,,,202433018935096
Table 6,2024,3,30189,35412,"Colorado Springs, CO","Knoxville, TN",1157,18,288.89,AA,0.4969,266.66,AA,0.4969,266.66,0,,,202433018935412
Table 6,2024,3,30194,30154,"Dallas/Fort Worth, TX","Nantucket, MA",1590,24,386.18,AA,0.7421,347.20,AA,0.7421,347.20,0,,,202433019430154
Table 6,2024,3,30194,30198,"Dallas/Fort Worth, TX","Pittsburgh, PA",1067,731,247.11,AA,0.7065,261.52,WN,0.2145,210.46,-1,,,202433019430198
Table 6,2024,3,30194,30255,"Dallas/Fort Worth, TX","Huntsville, AL",603,151,399.91,AA,0.9311,400.40,UA,0.0165,299.89,0,,,202433019430255
Table 6,2024,3,30194,30285,"Dallas/Fort Worth, TX","Durango, CO",674,118,345.63,AA,0.9678,345.12,AA,0.9678,345.12,0,,,202433019430285
Table 6,2024,3,30194,30325,"Dallas/Fort Worth, TX","Denver, CO",651,3416,177.28,WN,0.3828,163.99,F9,0.1256,101.09,-1,,,202433019430325
Table 6,2024,3,30194,30424,"Dallas/Fort Worth, TX","Wausau/Mosinee/Stevens Point, WI",910,15,363.07,AA,0.7319,357.11,AA,0.7319,357.11,0,,,202433019430424
Table 6,2024,3,30779,34614,"Butte, MT","Salt Lake City, UT",358,25,182.44,DL,1.0000,182.44,DL,1.0000,182.44,0,,,202433077934614
Table 6,2024,3,30194,30434,"Dallas/Fort Worth, TX","Scranton/Wilkes-Barre, PA",1308,30,391.16,AA,0.6886,408.66,UA,0.2088,373.55,0,,,202433019430434
Table 6,2024,3,30194,30436,"Dallas/Fort Worth, TX","Tucson, AZ",824,245,283.30,AA,0.8986,284.80,WN,0.0797,266.96,-1,,,202433019430436
Table 6,2024,3,30194,30466,"Dallas/Fort Worth, TX","Phoenix, AZ",879,2272,206.76,AA,0.4860,244.67,WN,0.3920,186.04,-1,,,202433019430466
Table 6,2024,3,30194,30469,"Dallas/Fort Worth, TX","Kalamazoo, MI",900,11,293.20,DL,0.5510,297.87,AA,0.4388,287.67,0,,,202433019430469
Table 6,2024,3,30194,30476,"Dallas/Fort Worth, TX","Shreveport, LA",190,19,290.16,AA,1.0000,290.16,AA,1.0000,290.16,0,,,202433019430476
Table 6,2024,3,30194,30529,"Dallas/Fort Worth, TX","Hartford, CT",1471,304,362.01,AA,0.6834,390.04,WN,0.1324,277.53,-1,,,202433019430529
Table 6,2024,3,30194,30559,"Dallas/Fort Worth, TX","Seattle, WA",1670,2558,238.76,AS,0.4318,225.28,AS,0.4318,225.28,-1,,,202433019430559
Table 6,2024,3,30194,30562,"Dallas/Fort Worth, TX","Mobile, AL",539,76,277.32,AA,0.9424,275.29,AA,0.9424,275.29,0,,,202433019430562
Table 6,2024,3,30194,30615,"Dallas/Fort Worth, TX","El Paso, TX",562,831,202.70,WN,0.5967,180.35,WN,0.5967,180.35,-1,,,202433019430615
Table 6,2024,3,30194,30693,"Dallas/Fort Worth, TX","Nashville, TN",631,1805,184.55,AA,0.5113,193.57,WN,0.4382,178.78,-1,,,202433019430693
Table 6,2024,3,30194,30852,"Dallas/Fort Worth, TX","Washington, DC (Metropolitan Area)",1217,4241,232.29,AA,0.4233,275.46,WN,0.3461,205.32,-1,,,202433019430852
Table 6,2024,3,30194,30928,"Dallas/Fort Worth, TX","Wichita, KS",328,114,298.51,AA,0.9857,299.73,UA,0.0105,220.65,0,,,202433019430928
Table 6,2024,3,30194,31123,"Dallas/Fort Worth, TX","St. Louis, MO",550,1216,183.50,WN,0.5659,170.93,WN,0.5659,170.93,-1,,,202433019431123
Table 6,2024,3,30194,31135,"Dallas/Fort Worth, TX","Myrtle Beach, SC",1048,166,256.72,AA,0.6586,273.98,WN,0.2158,220.32,0,,,202433019431135
Table 6,2024,3,30194,31136,"Dallas/Fort Worth, TX","Jacksonville, FL",918,639,221.55,AA,0.7917,228.49,F9,0.0671,108.72,-1,,,202433019431136
Table 6,2024,3,30194,31205,"Dallas/Fort Worth, TX","Lake Charles, LA",295,30,281.49,AA,0.9427,279.30,AA,0.9427,279.30,0,,,202433019431205
Table 6,2024,3,30194,31252,"Dallas/Fort Worth, TX","Daytona Beach, FL",981,25,351.29,DL,0.6754,339.58,DL,0.6754,339.58,0,,,202433019431252
Table 6,2024,3,30194,31267,"Dallas/Fort Worth, TX","Dayton, OH",861,150,335.44,AA,0.9371,334.21,UA,0.0210,332.93,0,,,202433019431267
Table 6,2024,3,30194,31295,"Dallas/Fort Worth, TX","Detroit, MI",986,1616,237.93,DL,0.3673,285.06,NK,0.1719,121.32,-1,,,202433019431295
Table 6,2024,3,30194,31337,"Dallas/Fort Worth, TX","Duluth, MN",995,14,399.23,DL,0.7652,389.44,DL,0.7652,389.44,0,,,202433019431337
Table 6,2024,3,30194,31423,"Dallas/Fort Worth, TX","Des Moines, IA",624,232,284.17,AA,0.8312,292.73,WN,0.1038,222.01,-1,,,202433019431423
Table 6,2024,3,30194,31453,"Dallas/Fort Worth, TX","Houston, TX",247,1989,168.66,WN,0.4513,173.40,AA,0.2965,168.48,-1,,,202433019431453
Table 6,2024,3,30194,31454,"Dallas/Fort Worth, TX","Orlando, FL",985,2681,190.96,AA,0.4227,235.86,NK,0.1320,109.98,-1,,,202433019431454
Table 6,2024,3,30194,31481,"Dallas/Fort Worth, TX","Panama City, FL",685,461,216.17,WN,0.4903,201.12,WN,0.4903,201.12,-1,,,202433019431481
Table 6,2024,3,30194,31503,"Dallas/Fort Worth, TX","Eagle, CO",721,132,430.25,AA,0.9711,425.80,AA,0.9711,425.80,0,,,202433019431503
Table 6,2024,3,30194,31504,"Dallas/Fort Worth, TX","Valparaiso, FL",641,450,229.48,AA,0.7310,238.11,WN,0.2513,202.46,-1,,,202433019431504
Table 6,2024,3,30194,31603,"Dallas/Fort Worth, TX","Eugene, OR",1617,94,272.36,AA,0.6074,259.31,WN,0.2114,236.95,0,,,202433019431603
Table 6,2024,3,30194,31612,"Dallas/Fort Worth, TX","Evansville, IN",642,63,315.17,AA,0.9601,313.07,AA,0.9601,313.07,0,,,202433019431612
Table 6,2024,3,30194,31617,"Dallas/Fort Worth, TX","New Bern/Morehead/Beaufort, NC",1156,14,373.54,AA,0.9844,372.52,AA,0.9844,372.52,0,,,202433019431617
Table 6,2024,3,30194,31624,"Dallas/Fort Worth, TX","Key West, FL",1089,52,401.28,AA,0.9226,400.53,AA,0.9226,400.53,0,,,202433019431624
Table 6,2024,3,30194,31637,"Dallas/Fort Worth, TX","Fargo, ND",971,113,284.44,AA,0.8665,296.52,F9,0.0855,133.26,0,,,202433019431637
Table 6,2024,3,30194,31638,"Dallas/Fort Worth, TX","Fresno, CA",1325,199,334.81,AA,0.7788,348.86,WN,0.1546,261.97,0,,,202433019431638
Table 6,2024,3,30194,31641,"Dallas/Fort Worth, TX","Fayetteville, NC",1051,17,376.21,AA,0.7124,396.88,DL,0.2614,326.40,0,,,202433019431641
Table 6,2024,3,30194,31648,"Dallas/Fort Worth, TX","Kalispell, MT",1399,161,396.53,AA,0.7378,412.44,AS,0.1223,301.17,0,,,202433019431648
Table 6,2024,3,30194,31650,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN",853,1583,200.47,DL,0.3876,224.76,SY,0.1276,103.17,-1,,,202433019431650
Table 6,2024,3,30194,31695,"Dallas/Fort Worth, TX","Flagstaff, AZ",853,25,300.21,AA,1.0000,300.21,AA,1.0000,300.21,0,,,202433019431695
Table 6,2024,3,30194,31703,"Dallas/Fort Worth, TX","New York City, NY (Metropolitan Area)",1428,6098,239.72,AA,0.4029,274.29,NK,0.1004,120.24,-1,,,202433019431703
Table 6,2024,3,30194,31714,"Dallas/Fort Worth, TX","Fort Myers, FL",1017,335,259.96,AA,0.8169,270.28,F9,0.0451,106.13,-1,,,202433019431714
Table 6,2024,3,30194,31775,"Dallas/Fort Worth, TX","Sioux Falls, SD",737,127,279.41,AA,0.9136,278.48,F9,0.0265,103.89,0,,,202433019431775
Table 6,2024,3,30194,31778,"Dallas/Fort Worth, TX","Fort Smith, AR",227,18,325.88,AA,1.0000,325.88,AA,1.0000,325.88,0,,,202433019431778
Table 6,2024,3,30194,31823,"Dallas/Fort Worth, TX","Fort Wayne, IN",859,94,296.39,AA,0.9350,294.42,AA,0.9350,294.42,0,,,202433019431823
Table 6,2024,3,30194,31834,"Dallas/Fort Worth, TX","Fayetteville, AR",280,201,314.12,AA,0.9957,314.14,AA,0.9957,314.14,0,,,202433019431834
Table 6,2024,3,30194,31867,"Dallas/Fort Worth, TX","Garden City, KS",404,16,275.81,AA,1.0000,275.81,AA,1.0000,275.81,0,,,202433019431867
Table 6,2024,3,30194,31871,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC",862,265,314.98,AA,0.8225,320.81,WN,0.0836,234.09,-1,,,202433019431871
Table 6,2024,3,30194,31884,"Dallas/Fort Worth, TX","Spokane, WA",1486,224,331.23,AA,0.5274,363.55,WN,0.1756,278.64,0,,,202433019431884
Table 6,2024,3,30194,31895,"Dallas/Fort Worth, TX","Great Falls, MT",1256,17,368.28,UA,0.4610,394.46,DL,0.4286,351.54,0,,,202433019431895
Table 6,2024,3,30194,31921,"Dallas/Fort Worth, TX","Grand Junction, CO",773,34,369.39,AA,0.9464,366.10,AA,0.9464,366.10,0,,,202433019431921
Table 6,2024,3,30194,31953,"Dallas/Fort Worth, TX","Gainesville, FL",900,40,354.46,AA,0.8464,345.48,AA,0.8464,345.48,0,,,202433019431953
Table 6,2024,3,30194,31973,"Dallas/Fort Worth, TX","Gulfport/Biloxi, MS",500,46,309.21,AA,0.9082,309.05,DL,0.0471,305.56,0,,,202433019431973
Table 6,2024,3,30194,31977,"Dallas/Fort Worth, TX","Green Bay, WI",932,31,376.39,AA,0.4615,402.98,DL,0.3497,365.26,0,,,202433019431977
Table 6,2024,3,30194,31980,"Dallas/Fort Worth, TX","Grand Island, NE",561,27,283.68,AA,1.0000,283.68,AA,1.0000,283.68,0,,,202433019431980
Table 6,2024,3,30194,31986,"Dallas/Fort Worth, TX","Grand Rapids, MI",931,423,244.27,AA,0.7891,248.66,F9,0.0442,110.03,-1,,,202433019431986
Table 6,2024,3,30194,31995,"Dallas/Fort Worth, TX","Greensboro/High Point, NC",999,203,309.60,AA,0.9161,306.70,AA,0.9161,306.70,0,,,202433019431995
Table 6,2024,3,30194,32070,"Dallas/Fort Worth, TX","Harrisburg, PA",1231,89,414.82,AA,0.8098,402.37,AA,0.8098,402.37,0,,,202433019432070
Table 6,2024,3,30194,32206,"Dallas/Fort Worth, TX","Harlingen/San Benito, TX",461,243,200.35,AA,0.4980,214.88,WN,0.4935,185.07,-1,,,202433019432206
Table 6,2024,3,30194,32211,"Dallas/Fort Worth, TX","Las Vegas, NV",1067,3193,207.41,AA,0.3912,271.94,NK,0.1802,108.22,-1,,,202433019432211
Table 6,2024,3,30194,32280,"Dallas/Fort Worth, TX","Idaho Falls, ID",1105,64,363.88,AA,0.8265,358.28,UA,0.0850,353.34,0,,,202433019432280
Table 6,2024,3,30194,32323,"Dallas/Fort Worth, TX","Wilmington, NC",1106,98,350.62,AA,0.9008,347.81,AA,0.9008,347.81,0,,,202433019432323
Table 6,2024,3,30194,32337,"Dallas/Fort Worth, TX","Indianapolis, IN",761,1023,183.70,AA,0.6322,196.69,WN,0.2791,158.74,-1,,,202433019432337
Table 6,2024,3,30194,32389,"Dallas/Fort Worth, TX","Williston, ND",1116,17,506.13,UA,0.8500,519.55,DL,0.1438,437.04,0,,,202433019432389
Table 6,2024,3,30194,32441,"Dallas/Fort Worth, TX","Jackson, WY",1056,102,480.39,AA,0.9009,479.35,AA,0.9009,479.35,0,,,202433019432441
Table 6,2024,3,30194,32448,"Dallas/Fort Worth, TX","Jackson/Vicksburg, MS",408,118,306.30,AA,0.8201,321.39,WN,0.1347,223.74,0,,,202433019432448
Table 6,2024,3,30194,32457,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)",1476,3005,230.16,AA,0.4801,264.58,WN,0.2385,206.32,-1,,,202433019432457
Table 6,2024,3,30194,32467,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)",1121,2793,204.98,AA,0.5183,264.44,NK,0.2924,103.32,-1,,,202433019432467
Table 6,2024,3,30194,32474,"Dallas/Fort Worth, TX","Jefferson City/Columbia, MO",490,78,282.69,AA,0.9986,282.62,AA,0.9986,282.62,0,,,202433019432474
Table 6,2024,3,30194,32547,"Dallas/Fort Worth, TX","Rochester, MN",798,12,322.21,AA,0.5849,351.21,DL,0.4057,278.98,0,,,202433019432547
Table 6,2024,3,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",1246,6395,236.52,AA,0.5032,289.25,NK,0.1072,115.41,-1,,,202433019432575
Table 6,2024,3,30194,32600,"Dallas/Fort Worth, TX","Little Rock, AR",304,312,175.60,AA,0.6013,188.68,WN,0.3875,154.21,-1,,,202433019432600
Table 6,2024,3,30194,32884,"Dallas/Fort Worth, TX","Lansing, MI",961,11,344.96,AA,0.5258,356.39,DL,0.4639,335.12,0,,,202433019432884
Table 6,2024,3,30194,32896,"Dallas/Fort Worth, TX","Lubbock, TX",293,374,204.89,WN,0.6014,183.63,WN,0.6014,183.63,-1,,,202433019432896
Table 6,2024,3,30194,32945,"Dallas/Fort Worth, TX","Lexington, KY",785,114,393.58,AA,0.8874,392.75,UA,0.0134,286.95,0,,,202433019432945
Table 6,2024,3,30194,32951,"Dallas/Fort Worth, TX","Lafayette, LA",351,57,321.69,AA,0.9541,325.54,UA,0.0363,257.47,0,,,202433019432951
Table 6,2024,3,30194,33038,"Dallas/Fort Worth, TX","Laredo, TX",396,65,286.88,AA,0.9718,286.54,AA,0.9718,286.54,0,,,202433019433038
