tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,table_1_flag,Geocoded_City1,Geocoded_City2,tbl6pk
Table 6,2024,3,33342,33570,"Milwaukee, WI","San Diego, CA",1739,232,253.67,WN,0.4245,266.64,DL,0.2190,247.62,0,,,202433334233570
Table 6,2024,3,33342,33667,"Milwaukee, WI","Norfolk, VA (Metropolitan Area)",747,62,241.93,WN,0.3695,212.14,WN,0.3695,212.14,0,,,202433334233667
Table 6,2024,3,33342,33728,"Milwaukee, WI","Pensacola, FL",861,43,239.13,DL,0.5514,247.28,WN,0.2807,209.73,0,,,202433334233728
Table 6,2024,3,33342,33851,"Milwaukee, WI","Oklahoma City, OK",736,36,258.23,WN,0.3659,211.15,WN,0.3659,211.15,0,,,202433334233851
Table 6,2024,3,33342,34027,"Milwaukee, WI","West Palm Beach/Palm Beach, FL",1204,62,312.53,DL,0.6373,343.24,WN,0.1567,226.84,0,,,202433334234027
Table 6,2024,3,33342,34057,"Milwaukee, WI","Portland, OR",1718,133,306.94,WN,0.3038,267.84,WN,0.3038,267.84,0,,,202433334234057
Table 6,2024,3,33342,34100,"Milwaukee, WI","Philadelphia, PA",690,293,225.66,AA,0.8240,228.02,F9,0.0382,125.24,-1,,,202433334234100
Table 6,2024,3,33342,34262,"Milwaukee, WI","Palm Springs, CA",1665,20,289.81,WN,0.4556,251.02,WN,0.4556,251.02,0,,,202433334234262
Table 6,2024,3,33342,34321,"Milwaukee, WI","Portland, ME",887,52,252.47,WN,0.3861,230.41,WN,0.3861,230.41,0,,,202433334234321
Table 6,2024,3,33342,34457,"Milwaukee, WI","Rapid City, SD",765,11,306.32,DL,0.5288,297.97,DL,0.5288,297.97,0,,,202433334234457
Table 6,2024,3,33342,34492,"Milwaukee, WI","Raleigh/Durham, NC",689,154,204.47,DL,0.2657,268.98,F9,0.1804,102.36,0,,,202433334234492
Table 6,2024,3,33342,34524,"Milwaukee, WI","Richmond, VA",673,54,249.78,DL,0.3434,301.36,WN,0.2771,204.48,0,,,202433334234524
Table 6,2024,3,33342,34570,"Milwaukee, WI","Reno, NV",1667,60,290.59,WN,0.6619,273.84,WN,0.6619,273.84,0,,,202433334234570
Table 6,2024,3,33342,34574,"Milwaukee, WI","Roanoke, VA",571,15,242.73,AA,0.4255,240.02,DL,0.4255,233.66,0,,,202433334234574
Table 6,2024,3,33342,34576,"Milwaukee, WI","Rochester, NY",518,26,219.88,DL,0.3208,280.84,UA,0.2625,185.65,0,,,202433334234576
Table 6,2024,3,33342,34614,"Milwaukee, WI","Salt Lake City, UT",1247,140,328.27,DL,0.6773,349.58,WN,0.2095,277.20,0,,,202433334234614
Table 6,2024,3,33342,34653,"Milwaukee, WI","Tulsa, OK",631,26,252.01,AA,0.4583,286.08,WN,0.3792,217.83,0,,,202433334234653
Table 6,2024,3,33342,34685,"Milwaukee, WI","Savannah, GA",831,57,238.93,DL,0.5246,257.72,WN,0.2102,206.72,0,,,202433334234685
Table 6,2024,3,33342,34689,"Milwaukee, WI","Santa Barbara, CA",1811,20,322.76,WN,0.3607,264.63,AA,0.1093,227.55,0,,,202433334234689
Table 6,2024,3,33342,34986,"Milwaukee, WI","Sarasota/Bradenton, FL",1113,49,241.34,DL,0.4733,272.17,WN,0.3800,204.55,0,,,202433334234986
Table 6,2024,3,33342,35096,"Milwaukee, WI","Syracuse, NY",597,25,243.16,DL,0.4498,259.68,WN,0.1004,172.22,0,,,202433334235096
Table 6,2024,3,33342,35249,"Milwaukee, WI","Tallahassee, FL",887,11,427.83,DL,0.7755,433.70,AA,0.2041,403.70,0,,,202433334235249
Table 6,2024,3,33360,30198,"Melbourne, FL","Pittsburgh, PA",854,22,149.32,G4,0.5735,67.44,G4,0.5735,67.44,0,,,202433336030198
Table 6,2024,3,33360,30693,"Melbourne, FL","Nashville, TN",656,17,278.11,DL,0.6266,292.38,AA,0.3608,256.30,0,,,202433336030693
Table 6,2024,3,33360,30852,"Melbourne, FL","Washington, DC (Metropolitan Area)",797,57,260.47,DL,0.7447,256.75,DL,0.7447,256.75,0,,,202433336030852
Table 6,2024,3,33360,31650,"Melbourne, FL","Minneapolis/St. Paul, MN",1349,10,322.90,DL,0.6064,376.40,AA,0.3830,238.06,0,,,202433336031650
Table 6,2024,3,33360,31703,"Melbourne, FL","New York City, NY (Metropolitan Area)",976,51,256.90,DL,0.5000,274.17,AA,0.4852,237.77,0,,,202433336031703
Table 6,2024,3,33360,32457,"Melbourne, FL","San Francisco, CA (Metropolitan Area)",2492,12,433.72,DL,0.8727,440.52,AA,0.1091,408.39,0,,,202433336032457
Table 6,2024,3,33360,33570,"Melbourne, FL","San Diego, CA",2194,14,327.03,DL,0.6565,356.62,AA,0.3130,268.80,0,,,202433336033570
Table 6,2024,3,33360,33667,"Melbourne, FL","Norfolk, VA (Metropolitan Area)",667,15,245.57,AA,0.5185,257.39,DL,0.4667,236.67,0,,,202433336033667
Table 6,2024,3,33360,34100,"Melbourne, FL","Philadelphia, PA",868,16,300.47,AA,0.5548,291.86,AA,0.5548,291.86,0,,,202433336034100
Table 6,2024,3,33360,34492,"Melbourne, FL","Raleigh/Durham, NC",547,13,210.50,AA,0.5289,208.95,AA,0.5289,208.95,0,,,202433336034492
Table 6,2024,3,33360,34524,"Melbourne, FL","Richmond, VA",676,13,219.39,DL,0.5966,233.01,AA,0.3950,198.15,0,,,202433336034524
Table 6,2024,3,33360,34576,"Melbourne, FL","Rochester, NY",1049,15,263.41,DL,0.6596,268.59,AA,0.3333,253.68,0,,,202433336034576
Table 6,2024,3,33367,30559,"Quad Cities, IL (Metropolitan Area)","Seattle, WA",1614,27,412.06,UA,0.4344,454.26,AA,0.4303,359.98,0,,,202433336730559
Table 6,2024,3,33367,30852,"Quad Cities, IL (Metropolitan Area)","Washington, DC (Metropolitan Area)",747,51,266.10,AA,0.4841,236.37,AA,0.4841,236.37,0,,,202433336730852
Table 6,2024,3,33367,32457,"Quad Cities, IL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",1713,27,332.34,AA,0.4643,286.08,AA,0.4643,286.08,0,,,202433336732457
Table 6,2024,3,33367,33192,"Quad Cities, IL (Metropolitan Area)","Sacramento, CA",1650,11,350.76,UA,0.5050,400.50,AA,0.4356,283.53,0,,,202433336733192
Table 6,2024,3,33367,33195,"Quad Cities, IL (Metropolitan Area)","Tampa, FL (Metropolitan Area)",1033,43,157.59,G4,0.6080,81.40,G4,0.6080,81.40,0,,,202433336733195
Table 6,2024,3,33367,33214,"Quad Cities, IL (Metropolitan Area)","San Antonio, TX",935,16,255.37,AA,0.7181,254.13,DL,0.1208,235.61,0,,,202433336733214
Table 6,2024,3,33367,33570,"Quad Cities, IL (Metropolitan Area)","San Diego, CA",1584,21,302.99,AA,0.6126,287.58,DL,0.1047,269.62,0,,,202433336733570
Table 6,2024,3,33367,34492,"Quad Cities, IL (Metropolitan Area)","Raleigh/Durham, NC",740,24,240.34,AA,0.6347,224.28,AA,0.6347,224.28,0,,,202433336734492
Table 6,2024,3,33367,34524,"Quad Cities, IL (Metropolitan Area)","Richmond, VA",755,11,252.42,AA,0.5258,211.54,AA,0.5258,211.54,0,,,202433336734524
Table 6,2024,3,33367,34761,"Quad Cities, IL (Metropolitan Area)","Sanford, FL",1018,27,85.47,G4,1.0000,85.47,G4,1.0000,85.47,0,,,202433336734761
Table 6,2024,3,33377,30559,"Monroe, LA","Seattle, WA",1890,12,403.02,AA,0.8491,398.23,AA,0.8491,398.23,0,,,202433337730559
Table 6,2024,3,33377,30852,"Monroe, LA","Washington, DC (Metropolitan Area)",976,12,407.95,DL,0.7257,404.34,DL,0.7257,404.34,0,,,202433337730852
Table 6,2024,3,33377,31454,"Monroe, LA","Orlando, FL",699,25,254.18,DL,0.6739,267.00,AA,0.3174,225.44,0,,,202433337731454
Table 6,2024,3,33377,31703,"Monroe, LA","New York City, NY (Metropolitan Area)",1172,17,366.52,DL,0.7290,367.16,DL,0.7290,367.16,0,,,202433337731703
Table 6,2024,3,33377,32457,"Monroe, LA","San Francisco, CA (Metropolitan Area)",1747,13,348.95,AA,0.8537,318.81,AA,0.8537,318.81,0,,,202433337732457
Table 6,2024,3,33485,30198,"Madison, WI","Pittsburgh, PA",504,39,276.84,DL,0.3508,302.53,AA,0.3398,237.69,0,,,202433348530198
Table 6,2024,3,33485,30436,"Madison, WI","Tucson, AZ",1401,25,270.55,AA,0.7991,241.81,AA,0.7991,241.81,0,,,202433348530436
Table 6,2024,3,33485,30466,"Madison, WI","Phoenix, AZ",1396,146,277.48,AA,0.7963,277.14,F9,0.0632,128.38,0,,,202433348530466
Table 6,2024,3,33485,30559,"Madison, WI","Seattle, WA",1622,105,352.02,UA,0.3671,338.14,AA,0.2027,336.82,0,,,202433348530559
Table 6,2024,3,33485,30693,"Madison, WI","Nashville, TN",504,49,284.95,DL,0.4267,304.92,AA,0.2756,245.20,0,,,202433348530693
Table 6,2024,3,33485,30852,"Madison, WI","Washington, DC (Metropolitan Area)",714,268,287.09,AA,0.4903,272.33,AA,0.4903,272.33,-1,,,202433348530852
Table 6,2024,3,33485,31123,"Madison, WI","St. Louis, MO",308,18,286.12,UA,0.3988,290.42,AA,0.3558,274.45,0,,,202433348531123
Table 6,2024,3,33485,31135,"Madison, WI","Myrtle Beach, SC",862,17,256.38,AA,0.7325,237.83,AA,0.7325,237.83,0,,,202433348531135
Table 6,2024,3,33485,31454,"Madison, WI","Orlando, FL",1109,133,200.22,MX,0.3556,83.42,MX,0.3556,83.42,0,,,202433348531454
Table 6,2024,3,33485,31481,"Madison, WI","Panama City, FL",903,10,255.44,DL,0.5000,245.61,DL,0.5000,245.61,0,,,202433348531481
Table 6,2024,3,33485,31650,"Madison, WI","Minneapolis/St. Paul, MN",228,67,293.34,DL,0.9951,293.13,DL,0.9951,293.13,0,,,202433348531650
Table 6,2024,3,33485,31703,"Madison, WI","New York City, NY (Metropolitan Area)",819,340,326.76,DL,0.4768,368.49,AA,0.1060,273.48,-1,,,202433348531703
Table 6,2024,3,33485,31884,"Madison, WI","Spokane, WA",1398,25,335.96,DL,0.6035,345.79,AA,0.1322,286.27,0,,,202433348531884
Table 6,2024,3,33485,32323,"Madison, WI","Wilmington, NC",868,13,265.05,AA,0.8443,255.89,AA,0.8443,255.89,0,,,202433348532323
Table 6,2024,3,33485,32457,"Madison, WI","San Francisco, CA (Metropolitan Area)",1772,168,341.60,UA,0.4359,393.97,AA,0.2843,275.52,0,,,202433348532457
Table 6,2024,3,33485,32467,"Madison, WI","Miami, FL (Metropolitan Area)",1300,77,276.99,AA,0.5845,245.32,AA,0.5845,245.32,0,,,202433348532467
Table 6,2024,3,33485,33192,"Madison, WI","Sacramento, CA",1705,42,337.71,UA,0.4896,361.61,AA,0.3161,275.11,0,,,202433348533192
Table 6,2024,3,33485,33195,"Madison, WI","Tampa, FL (Metropolitan Area)",1113,104,182.81,MX,0.5215,89.34,MX,0.5215,89.34,0,,,202433348533195
Table 6,2024,3,33485,33214,"Madison, WI","San Antonio, TX",1066,47,271.17,AA,0.5300,246.69,AA,0.5300,246.69,0,,,202433348533214
Table 6,2024,3,33485,33244,"Madison, WI","Memphis, TN",560,25,309.14,DL,0.5844,315.70,UA,0.1645,291.93,0,,,202433348533244
Table 6,2024,3,33485,33316,"Madison, WI","Omaha, NE",359,11,334.74,UA,0.4660,304.56,UA,0.4660,304.56,0,,,202433348533316
Table 6,2024,3,33485,33486,"Madison, WI","Missoula, MT",1234,14,267.51,UA,0.5385,289.86,DL,0.3615,251.23,0,,,202433348533486
Table 6,2024,3,33485,33495,"Madison, WI","New Orleans, LA",908,31,287.04,AA,0.5480,250.76,AA,0.5480,250.76,0,,,202433348533495
Table 6,2024,3,33485,33570,"Madison, WI","San Diego, CA",1672,98,309.81,AA,0.3691,293.47,AA,0.3691,293.47,0,,,202433348533570
Table 6,2024,3,33485,33667,"Madison, WI","Norfolk, VA (Metropolitan Area)",818,31,240.44,AA,0.6021,228.96,UA,0.1514,222.00,0,,,202433348533667
Table 6,2024,3,33485,33728,"Madison, WI","Pensacola, FL",881,16,253.27,AA,0.5616,206.35,AA,0.5616,206.35,0,,,202433348533728
Table 6,2024,3,33485,33851,"Madison, WI","Oklahoma City, OK",693,19,328.24,AA,0.6872,300.18,AA,0.6872,300.18,0,,,202433348533851
Table 6,2024,3,33485,34027,"Madison, WI","West Palm Beach/Palm Beach, FL",1248,30,290.20,AA,0.5036,263.71,AA,0.5036,263.71,0,,,202433348534027
Table 6,2024,3,33485,34057,"Madison, WI","Portland, OR",1644,74,329.27,UA,0.4058,351.96,F9,0.1139,150.54,0,,,202433348534057
Table 6,2024,3,33485,34100,"Madison, WI","Philadelphia, PA",764,134,298.68,AA,0.8625,286.27,AA,0.8625,286.27,0,,,202433348534100
Table 6,2024,3,33485,34321,"Madison, WI","Portland, ME",957,37,290.91,AA,0.4810,239.03,AA,0.4810,239.03,0,,,202433348534321
Table 6,2024,3,33485,34492,"Madison, WI","Raleigh/Durham, NC",753,72,233.86,AA,0.5865,208.18,AA,0.5865,208.18,0,,,202433348534492
Table 6,2024,3,33485,34524,"Madison, WI","Richmond, VA",743,26,286.98,AA,0.5252,238.53,AA,0.5252,238.53,0,,,202433348534524
Table 6,2024,3,33485,34570,"Madison, WI","Reno, NV",1594,18,341.06,AA,0.5280,293.43,AA,0.5280,293.43,0,,,202433348534570
Table 6,2024,3,33485,34576,"Madison, WI","Rochester, NY",589,16,313.00,DL,0.3878,360.84,AA,0.2925,264.70,0,,,202433348534576
Table 6,2024,3,33485,34614,"Madison, WI","Salt Lake City, UT",1174,62,376.18,DL,0.4098,473.72,F9,0.2102,135.96,0,,,202433348534614
Table 6,2024,3,33485,34653,"Madison, WI","Tulsa, OK",592,12,284.25,AA,0.7611,282.50,AA,0.7611,282.50,0,,,202433348534653
Table 6,2024,3,33485,34685,"Madison, WI","Savannah, GA",880,28,250.22,AA,0.5216,230.15,AA,0.5216,230.15,0,,,202433348534685
Table 6,2024,3,33485,34689,"Madison, WI","Santa Barbara, CA",1742,11,309.84,UA,0.5392,351.89,AA,0.4412,246.46,0,,,202433348534689
Table 6,2024,3,33485,34986,"Madison, WI","Sarasota/Bradenton, FL",1150,20,255.13,AA,0.4521,244.55,AA,0.4521,244.55,0,,,202433348534986
Table 6,2024,3,33485,35096,"Madison, WI","Syracuse, NY",668,25,311.99,AA,0.3590,271.61,AA,0.3590,271.61,0,,,202433348535096
Table 6,2024,3,33486,30198,"Missoula, MT","Pittsburgh, PA",1738,27,334.04,UA,0.4139,351.83,AA,0.2377,313.96,0,,,202433348630198
Table 6,2024,3,33486,30436,"Missoula, MT","Tucson, AZ",1035,11,308.07,DL,0.5612,297.55,AA,0.1633,297.48,0,,,202433348630436
Table 6,2024,3,33486,30466,"Missoula, MT","Phoenix, AZ",948,132,168.81,G4,0.5350,104.28,F9,0.1424,103.47,0,,,202433348630466
Table 6,2024,3,33486,30559,"Missoula, MT","Seattle, WA",389,190,193.41,AS,0.9983,193.38,AS,0.9983,193.38,0,,,202433348630559
Table 6,2024,3,33486,30693,"Missoula, MT","Nashville, TN",1593,27,423.02,UA,0.4367,391.78,UA,0.4367,391.78,0,,,202433348630693
Table 6,2024,3,33486,30852,"Missoula, MT","Washington, DC (Metropolitan Area)",1948,85,397.38,UA,0.4264,409.36,AA,0.1959,357.22,0,,,202433348630852
Table 6,2024,3,33486,31123,"Missoula, MT","St. Louis, MO",1324,22,324.58,DL,0.4747,315.21,AA,0.1212,278.25,0,,,202433348631123
Table 6,2024,3,33486,31454,"Missoula, MT","Orlando, FL",2178,35,340.77,UA,0.3271,354.59,F9,0.1028,129.57,0,,,202433348631454
Table 6,2024,3,33486,31703,"Missoula, MT","New York City, NY (Metropolitan Area)",2039,85,424.31,UA,0.3744,435.39,AA,0.1833,400.02,0,,,202433348631703
Table 6,2024,3,33486,32457,"Missoula, MT","San Francisco, CA (Metropolitan Area)",772,128,251.64,UA,0.3903,296.07,G4,0.1667,80.21,0,,,202433348632457
Table 6,2024,3,33486,33192,"Missoula, MT","Sacramento, CA",683,36,321.29,AS,0.5182,314.38,AS,0.5182,314.38,0,,,202433348633192
Table 6,2024,3,33486,33195,"Missoula, MT","Tampa, FL (Metropolitan Area)",2148,26,360.67,UA,0.2996,459.14,F9,0.1688,161.16,0,,,202433348633195
Table 6,2024,3,33486,33214,"Missoula, MT","San Antonio, TX",1464,18,339.50,UA,0.4551,363.42,DL,0.2395,337.58,0,,,202433348633214
Table 6,2024,3,33486,33316,"Missoula, MT","Omaha, NE",982,14,309.70,UA,0.7519,300.48,UA,0.7519,300.48,0,,,202433348633316
Table 6,2024,3,33486,33495,"Missoula, MT","New Orleans, LA",1729,18,336.05,AA,0.4880,338.79,UA,0.3193,324.22,0,,,202433348633495
Table 6,2024,3,33486,33570,"Missoula, MT","San Diego, CA",992,67,267.44,AS,0.4123,281.17,DL,0.3003,256.77,0,,,202433348633570
Table 6,2024,3,33486,33667,"Missoula, MT","Norfolk, VA (Metropolitan Area)",2049,12,368.34,UA,0.5596,358.54,UA,0.5596,358.54,0,,,202433348633667
Table 6,2024,3,33486,33851,"Missoula, MT","Oklahoma City, OK",1167,11,346.55,UA,0.4848,372.74,AA,0.3030,315.57,0,,,202433348633851
Table 6,2024,3,33486,34057,"Missoula, MT","Portland, OR",418,97,214.75,AS,0.9966,214.84,AS,0.9966,214.84,0,,,202433348634057
Table 6,2024,3,33486,34100,"Missoula, MT","Philadelphia, PA",1993,39,384.61,DL,0.3204,380.62,DL,0.3204,380.62,0,,,202433348634100
Table 6,2024,3,33486,34492,"Missoula, MT","Raleigh/Durham, NC",1966,25,398.29,DL,0.3553,426.08,UA,0.3553,391.47,0,,,202433348634492
Table 6,2024,3,33486,34524,"Missoula, MT","Richmond, VA",1974,15,401.61,UA,0.4074,356.18,UA,0.4074,356.18,0,,,202433348634524
Table 6,2024,3,33486,34570,"Missoula, MT","Reno, NV",586,13,315.88,AS,0.6048,310.01,AS,0.6048,310.01,0,,,202433348634570
Table 6,2024,3,33486,34614,"Missoula, MT","Salt Lake City, UT",436,64,299.30,DL,0.9663,299.62,DL,0.9663,299.62,0,,,202433348634614
Table 6,2024,3,33486,34653,"Missoula, MT","Tulsa, OK",1194,14,287.13,UA,0.7634,286.47,DL,0.1145,220.33,0,,,202433348634653
Table 6,2024,3,33486,35096,"Missoula, MT","Syracuse, NY",1860,11,362.41,UA,0.4902,366.98,AA,0.1863,331.32,0,,,202433348635096
Table 6,2024,3,33495,30198,"New Orleans, LA","Pittsburgh, PA",918,171,207.38,WN,0.3072,224.00,MX,0.1013,95.29,0,,,202433349530198
Table 6,2024,3,33495,30436,"New Orleans, LA","Tucson, AZ",1233,32,268.79,AA,0.4291,253.74,WN,0.3480,238.02,0,,,202433349530436
Table 6,2024,3,33495,30466,"New Orleans, LA","Phoenix, AZ",1300,322,256.77,WN,0.6188,256.02,WN,0.6188,256.02,-1,,,202433349530466
Table 6,2024,3,33495,30559,"New Orleans, LA","Seattle, WA",2086,501,260.31,AS,0.6770,272.93,DL,0.1267,211.94,-1,,,202433349530559
Table 6,2024,3,33495,30852,"New Orleans, LA","Washington, DC (Metropolitan Area)",998,1499,214.49,WN,0.5016,214.23,NK,0.1200,110.38,-1,,,202433349530852
Table 6,2024,3,33495,30928,"New Orleans, LA","Wichita, KS",669,27,235.88,AA,0.3560,236.81,WN,0.3080,198.12,0,,,202433349530928
Table 6,2024,3,33495,31123,"New Orleans, LA","St. Louis, MO",604,253,229.31,WN,0.8461,232.13,UA,0.0377,212.41,-1,,,202433349531123
Table 6,2024,3,33495,31454,"New Orleans, LA","Orlando, FL",551,735,170.12,WN,0.5591,205.68,NK,0.3215,104.91,-1,,,202433349531454
Table 6,2024,3,33495,31703,"New Orleans, LA","New York City, NY (Metropolitan Area)",1218,2020,194.34,DL,0.3632,207.99,B6,0.1179,169.10,-1,,,202433349531703
Table 6,2024,3,33495,31775,"New Orleans, LA","Sioux Falls, SD",1003,19,266.35,AA,0.6592,262.05,AA,0.6592,262.05,0,,,202433349531775
Table 6,2024,3,33495,31884,"New Orleans, LA","Spokane, WA",1892,41,289.02,WN,0.3730,273.34,WN,0.3730,273.34,0,,,202433349531884
Table 6,2024,3,33495,32323,"New Orleans, LA","Wilmington, NC",781,22,280.13,AA,0.6176,254.39,AA,0.6176,254.39,0,,,202433349532323
Table 6,2024,3,33495,32457,"New Orleans, LA","San Francisco, CA (Metropolitan Area)",1911,577,261.91,UA,0.4087,304.89,DL,0.1171,229.63,-1,,,202433349532457
Table 6,2024,3,33495,33192,"New Orleans, LA","Sacramento, CA",1878,129,276.61,WN,0.6334,259.65,WN,0.6334,259.65,0,,,202433349533192
Table 6,2024,3,33495,33195,"New Orleans, LA","Tampa, FL (Metropolitan Area)",488,405,164.43,WN,0.6425,182.93,NK,0.2761,95.41,-1,,,202433349533195
Table 6,2024,3,33495,33214,"New Orleans, LA","San Antonio, TX",494,197,204.04,WN,0.7271,201.62,WN,0.7271,201.62,0,,,202433349533214
Table 6,2024,3,33495,33316,"New Orleans, LA","Omaha, NE",841,68,259.94,WN,0.5303,252.93,WN,0.5303,252.93,0,,,202433349533316
Table 6,2024,3,33495,33367,"New Orleans, LA","Quad Cities, IL (Metropolitan Area)",790,11,250.95,AA,0.4314,223.16,AA,0.4314,223.16,0,,,202433349533367
Table 6,2024,3,33495,33570,"New Orleans, LA","San Diego, CA",1599,250,271.30,WN,0.4974,293.92,AA,0.1646,245.19,-1,,,202433349533570
Table 6,2024,3,33495,33667,"New Orleans, LA","Norfolk, VA (Metropolitan Area)",940,184,201.54,MX,0.2825,110.02,MX,0.2825,110.02,0,,,202433349533667
Table 6,2024,3,33495,33851,"New Orleans, LA","Oklahoma City, OK",567,77,228.97,WN,0.5718,207.50,WN,0.5718,207.50,0,,,202433349533851
Table 6,2024,3,33495,34027,"New Orleans, LA","West Palm Beach/Palm Beach, FL",660,34,253.11,DL,0.6845,259.97,WN,0.1104,196.62,0,,,202433349534027
Table 6,2024,3,33495,34057,"New Orleans, LA","Portland, OR",2050,156,279.20,WN,0.2371,263.44,WN,0.2371,263.44,0,,,202433349534057
Table 6,2024,3,33495,34100,"New Orleans, LA","Philadelphia, PA",1089,531,227.47,AA,0.4375,295.85,F9,0.2837,126.02,-1,,,202433349534100
Table 6,2024,3,33495,34262,"New Orleans, LA","Palm Springs, CA",1561,15,294.76,AA,0.5775,285.67,WN,0.2254,277.28,0,,,202433349534262
Table 6,2024,3,33495,34321,"New Orleans, LA","Portland, ME",1446,45,317.80,AA,0.2864,340.54,WN,0.2379,269.53,0,,,202433349534321
Table 6,2024,3,33495,34457,"New Orleans, LA","Rapid City, SD",1197,18,309.96,UA,0.5235,277.84,UA,0.5235,277.84,0,,,202433349534457
Table 6,2024,3,33495,34492,"New Orleans, LA","Raleigh/Durham, NC",779,304,162.39,MX,0.3088,104.10,MX,0.3088,104.10,-1,,,202433349534492
Table 6,2024,3,33495,34524,"New Orleans, LA","Richmond, VA",906,161,189.27,MX,0.3158,123.48,MX,0.3158,123.48,0,,,202433349534524
Table 6,2024,3,33495,34570,"New Orleans, LA","Reno, NV",1792,53,295.97,WN,0.6232,264.16,WN,0.6232,264.16,0,,,202433349534570
Table 6,2024,3,33495,34574,"New Orleans, LA","Roanoke, VA",778,19,266.55,AA,0.4749,258.28,UA,0.1676,199.00,0,,,202433349534574
Table 6,2024,3,33495,34576,"New Orleans, LA","Rochester, NY",1142,45,224.59,DL,0.3317,236.06,AA,0.2244,177.47,0,,,202433349534576
Table 6,2024,3,33495,34614,"New Orleans, LA","Salt Lake City, UT",1428,182,291.18,DL,0.5772,314.30,WN,0.2126,278.65,0,,,202433349534614
Table 6,2024,3,33495,34653,"New Orleans, LA","Tulsa, OK",538,55,252.98,WN,0.4832,234.33,WN,0.4832,234.33,0,,,202433349534653
Table 6,2024,3,33495,34685,"New Orleans, LA","Savannah, GA",557,45,255.80,DL,0.5205,271.54,WN,0.2265,221.57,0,,,202433349534685
Table 6,2024,3,33495,34689,"New Orleans, LA","Santa Barbara, CA",1753,14,298.72,AA,0.3308,286.22,WN,0.2846,259.62,0,,,202433349534689
Table 6,2024,3,33495,34696,"New Orleans, LA","South Bend, IN",837,14,268.66,AA,0.4651,210.82,AA,0.4651,210.82,0,,,202433349534696
Table 6,2024,3,33495,34783,"New Orleans, LA","Springfield, MO",531,17,290.53,AA,0.4675,314.28,DL,0.3117,263.44,0,,,202433349534783
Table 6,2024,3,33495,34986,"New Orleans, LA","Sarasota/Bradenton, FL",501,11,282.92,DL,0.6476,318.50,WN,0.3238,216.77,0,,,202433349534986
Table 6,2024,3,33495,35096,"New Orleans, LA","Syracuse, NY",1196,48,234.67,AA,0.3333,218.10,WN,0.1712,208.79,0,,,202433349535096
Table 6,2024,3,33495,35380,"New Orleans, LA","Traverse City, MI",1049,17,316.82,UA,0.3725,316.89,AA,0.2810,290.15,0,,,202433349535380
Table 6,2024,3,33502,30198,"Montrose/Delta, CO","Pittsburgh, PA",1479,13,319.94,UA,0.6016,376.30,AA,0.2683,220.52,0,,,202433350230198
Table 6,2024,3,33502,30559,"Montrose/Delta, CO","Seattle, WA",954,18,307.79,UA,0.7195,322.99,WN,0.1890,256.86,0,,,202433350230559
Table 6,2024,3,33502,30693,"Montrose/Delta, CO","Nashville, TN",1177,22,307.27,WN,0.3430,273.35,WN,0.3430,273.35,0,,,202433350230693
Table 6,2024,3,33502,30852,"Montrose/Delta, CO","Washington, DC (Metropolitan Area)",1677,36,358.04,UA,0.5167,410.71,WN,0.2188,273.26,0,,,202433350230852
Table 6,2024,3,33502,31123,"Montrose/Delta, CO","St. Louis, MO",947,17,279.52,WN,0.5329,292.55,AA,0.1776,201.93,0,,,202433350231123
Table 6,2024,3,33502,31454,"Montrose/Delta, CO","Orlando, FL",1677,17,305.15,UA,0.4387,372.05,WN,0.2323,248.19,0,,,202433350231454
Table 6,2024,3,33502,31703,"Montrose/Delta, CO","New York City, NY (Metropolitan Area)",1816,55,425.04,UA,0.6111,460.74,AA,0.3294,373.04,0,,,202433350231703
Table 6,2024,3,33502,32457,"Montrose/Delta, CO","San Francisco, CA (Metropolitan Area)",791,30,325.52,UA,0.6823,344.53,WN,0.2816,273.86,0,,,202433350232457
Table 6,2024,3,33502,33195,"Montrose/Delta, CO","Tampa, FL (Metropolitan Area)",1631,18,328.86,AA,0.3742,352.53,WN,0.2454,265.84,0,,,202433350233195
Table 6,2024,3,33502,33214,"Montrose/Delta, CO","San Antonio, TX",821,15,313.03,UA,0.4044,366.55,AA,0.3603,260.33,0,,,202433350233214
Table 6,2024,3,33502,33495,"Montrose/Delta, CO","New Orleans, LA",1165,14,282.83,AA,0.5303,300.23,UA,0.2576,252.99,0,,,202433350233495
Table 6,2024,3,33502,33570,"Montrose/Delta, CO","San Diego, CA",657,15,301.78,UA,0.7910,318.07,WN,0.1866,242.84,0,,,202433350233570
Table 6,2024,3,33502,34057,"Montrose/Delta, CO","Portland, OR",898,13,291.98,UA,0.6897,310.30,WN,0.2845,249.76,0,,,202433350234057
Table 6,2024,3,33502,34100,"Montrose/Delta, CO","Philadelphia, PA",1746,18,328.79,AA,0.5569,325.91,AA,0.5569,325.91,0,,,202433350234100
Table 6,2024,3,33502,34492,"Montrose/Delta, CO","Raleigh/Durham, NC",1609,12,345.18,UA,0.4954,419.83,AA,0.4037,269.18,0,,,202433350234492
Table 6,2024,3,33541,30852,"Martha's Vineyard, MA","Washington, DC (Metropolitan Area)",400,174,235.88,B6,0.5262,214.04,B6,0.5262,214.04,0,,,202433354130852
